"No.","Time","Source","Destination","Protocol","Length","Info"
"619","2023-05-15 14:27:19,815588540","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"620","2023-05-15 14:27:19,819416807","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"621","2023-05-15 14:27:19,822936480","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"622","2023-05-15 14:27:19,826664156","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"623","2023-05-15 14:27:19,830347772","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"624","2023-05-15 14:27:19,834221917","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"625","2023-05-15 14:27:19,838233069","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"626","2023-05-15 14:27:19,841630437","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"627","2023-05-15 14:27:19,845824231","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"628","2023-05-15 14:27:19,849440923","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"629","2023-05-15 14:27:19,853226013","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"630","2023-05-15 14:27:19,856977206","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"631","2023-05-15 14:27:19,860703446","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"632","2023-05-15 14:27:19,864050564","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"633","2023-05-15 14:27:19,867827859","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"634","2023-05-15 14:27:19,871809138","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"635","2023-05-15 14:27:19,875267990","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"636","2023-05-15 14:27:19,879002264","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"637","2023-05-15 14:27:19,882737572","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"638","2023-05-15 14:27:19,886477834","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"639","2023-05-15 14:27:19,890209258","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"640","2023-05-15 14:27:19,893886816","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"641","2023-05-15 14:27:19,897907236","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"642","2023-05-15 14:27:19,901432607","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"643","2023-05-15 14:27:19,905557405","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"644","2023-05-15 14:27:19,909293124","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"645","2023-05-15 14:27:19,913038480","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"646","2023-05-15 14:27:19,916598244","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"647","2023-05-15 14:27:19,920382114","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"648","2023-05-15 14:27:19,924227093","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"649","2023-05-15 14:27:19,927922131","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"650","2023-05-15 14:27:19,931659084","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"651","2023-05-15 14:27:19,935077981","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"652","2023-05-15 14:27:19,938832130","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"653","2023-05-15 14:27:19,942557266","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"654","2023-05-15 14:27:19,946247280","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"655","2023-05-15 14:27:19,950220963","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"656","2023-05-15 14:27:19,954185291","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"657","2023-05-15 14:27:19,957928997","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"658","2023-05-15 14:27:19,961685361","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"659","2023-05-15 14:27:19,965396331","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"660","2023-05-15 14:27:19,969110311","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"661","2023-05-15 14:27:19,972845704","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"662","2023-05-15 14:27:19,976609077","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"663","2023-05-15 14:27:19,980227485","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"664","2023-05-15 14:27:19,984032168","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"665","2023-05-15 14:27:19,987439256","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"666","2023-05-15 14:27:19,991186975","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"667","2023-05-15 14:27:19,994828354","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"668","2023-05-15 14:27:19,998656169","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"669","2023-05-15 14:27:20,002340080","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"670","2023-05-15 14:27:20,006220915","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"671","2023-05-15 14:27:20,010232550","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"672","2023-05-15 14:27:20,013941061","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"673","2023-05-15 14:27:20,017597188","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"674","2023-05-15 14:27:20,021484257","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"675","2023-05-15 14:27:20,024807776","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"676","2023-05-15 14:27:20,028571420","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"677","2023-05-15 14:27:20,032572398","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"678","2023-05-15 14:27:20,036020725","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"679","2023-05-15 14:27:20,039988746","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"680","2023-05-15 14:27:20,043503746","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"681","2023-05-15 14:27:20,047448169","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"682","2023-05-15 14:27:20,051210615","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"683","2023-05-15 14:27:20,054710835","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"684","2023-05-15 14:27:20,058393575","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"685","2023-05-15 14:27:20,062227423","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"686","2023-05-15 14:27:20,066226296","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"687","2023-05-15 14:27:20,070084060","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"688","2023-05-15 14:27:20,073822394","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"689","2023-05-15 14:27:20,077337285","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"690","2023-05-15 14:27:20,081268102","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"691","2023-05-15 14:27:20,085009956","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"692","2023-05-15 14:27:20,088736420","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"693","2023-05-15 14:27:20,092187800","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"694","2023-05-15 14:27:20,096177041","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"695","2023-05-15 14:27:20,099560554","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"696","2023-05-15 14:27:20,103247677","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"697","2023-05-15 14:27:20,106957029","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"698","2023-05-15 14:27:20,110726207","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"699","2023-05-15 14:27:20,114433863","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"700","2023-05-15 14:27:20,118214673","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"701","2023-05-15 14:27:20,121843035","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"702","2023-05-15 14:27:20,125620416","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"703","2023-05-15 14:27:20,129386331","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"704","2023-05-15 14:27:20,133114319","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"705","2023-05-15 14:27:20,136941907","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"706","2023-05-15 14:27:20,140634178","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"707","2023-05-15 14:27:20,144266545","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"708","2023-05-15 14:27:20,148052147","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"709","2023-05-15 14:27:20,151786936","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"710","2023-05-15 14:27:20,155723865","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"711","2023-05-15 14:27:20,159398076","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"712","2023-05-15 14:27:20,163139565","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"713","2023-05-15 14:27:20,166838670","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"714","2023-05-15 14:27:20,170517143","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"715","2023-05-15 14:27:20,174258713","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"716","2023-05-15 14:27:20,178218846","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"717","2023-05-15 14:27:20,181860330","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"718","2023-05-15 14:27:20,185468495","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"719","2023-05-15 14:27:20,189528538","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"720","2023-05-15 14:27:20,193300238","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"721","2023-05-15 14:27:20,197048568","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"722","2023-05-15 14:27:20,200811695","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"723","2023-05-15 14:27:20,204583510","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"724","2023-05-15 14:27:20,208316327","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"725","2023-05-15 14:27:20,212022995","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"726","2023-05-15 14:27:20,215699662","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"727","2023-05-15 14:27:20,219159752","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"728","2023-05-15 14:27:20,222921151","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"729","2023-05-15 14:27:20,226678984","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"730","2023-05-15 14:27:20,230344365","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"731","2023-05-15 14:27:20,234245515","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"732","2023-05-15 14:27:20,237800767","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"733","2023-05-15 14:27:20,241797317","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"734","2023-05-15 14:27:20,245775943","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"735","2023-05-15 14:27:20,249486059","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"736","2023-05-15 14:27:20,253085504","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"737","2023-05-15 14:27:20,256954740","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"738","2023-05-15 14:27:20,260719439","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"739","2023-05-15 14:27:20,264453064","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"740","2023-05-15 14:27:20,267929616","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"741","2023-05-15 14:27:20,271677266","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"742","2023-05-15 14:27:20,275281473","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"743","2023-05-15 14:27:20,279025467","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"744","2023-05-15 14:27:20,282747367","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"745","2023-05-15 14:27:20,286468330","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"746","2023-05-15 14:27:20,290221243","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"747","2023-05-15 14:27:20,294211317","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"748","2023-05-15 14:27:20,298139108","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"749","2023-05-15 14:27:20,301885132","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"750","2023-05-15 14:27:20,305512915","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"751","2023-05-15 14:27:20,309318875","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"752","2023-05-15 14:27:20,313046459","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"753","2023-05-15 14:27:20,316396253","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"754","2023-05-15 14:27:20,320172265","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"755","2023-05-15 14:27:20,323865624","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"756","2023-05-15 14:27:20,327563930","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"757","2023-05-15 14:27:20,331337461","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"758","2023-05-15 14:27:20,335085506","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"759","2023-05-15 14:27:20,338842458","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"760","2023-05-15 14:27:20,342575394","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"761","2023-05-15 14:27:20,346248915","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"762","2023-05-15 14:27:20,350223391","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"763","2023-05-15 14:27:20,353793195","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"764","2023-05-15 14:27:20,357938596","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"765","2023-05-15 14:27:20,361685362","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"766","2023-05-15 14:27:20,365414247","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"767","2023-05-15 14:27:20,369112751","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"768","2023-05-15 14:27:20,372856247","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"769","2023-05-15 14:27:20,376596309","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"770","2023-05-15 14:27:20,379913630","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"771","2023-05-15 14:27:20,383666290","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"772","2023-05-15 14:27:20,387404652","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"773","2023-05-15 14:27:20,391155940","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"774","2023-05-15 14:27:20,394891436","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"775","2023-05-15 14:27:20,398650347","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"776","2023-05-15 14:27:20,402371614","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"777","2023-05-15 14:27:20,406212954","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"778","2023-05-15 14:27:20,410215162","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"779","2023-05-15 14:27:20,413599089","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"780","2023-05-15 14:27:20,417845659","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"781","2023-05-15 14:27:20,421370499","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"782","2023-05-15 14:27:20,425210040","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"783","2023-05-15 14:27:20,428939008","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"784","2023-05-15 14:27:20,432670678","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"785","2023-05-15 14:27:20,435987738","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"786","2023-05-15 14:27:20,439733224","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"787","2023-05-15 14:27:20,443449599","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"788","2023-05-15 14:27:20,447222627","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"789","2023-05-15 14:27:20,450958318","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"790","2023-05-15 14:27:20,454703524","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"791","2023-05-15 14:27:20,458404190","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"792","2023-05-15 14:27:20,462224839","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"793","2023-05-15 14:27:20,465838866","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"794","2023-05-15 14:27:20,470038878","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"795","2023-05-15 14:27:20,473820153","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"796","2023-05-15 14:27:20,477206922","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"797","2023-05-15 14:27:20,481269228","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"798","2023-05-15 14:27:20,484923217","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"799","2023-05-15 14:27:20,488763033","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"800","2023-05-15 14:27:20,492490260","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"801","2023-05-15 14:27:20,495842679","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"802","2023-05-15 14:27:20,499567207","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"803","2023-05-15 14:27:20,503317315","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"804","2023-05-15 14:27:20,507048010","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"805","2023-05-15 14:27:20,510774672","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"806","2023-05-15 14:27:20,514493798","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"807","2023-05-15 14:27:20,518198551","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"808","2023-05-15 14:27:20,522240844","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"809","2023-05-15 14:27:20,526200516","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"810","2023-05-15 14:27:20,529899301","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"811","2023-05-15 14:27:20,533434299","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"812","2023-05-15 14:27:20,537374734","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"813","2023-05-15 14:27:20,540614106","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"814","2023-05-15 14:27:20,544369550","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"815","2023-05-15 14:27:20,548570262","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"816","2023-05-15 14:27:20,552338500","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"817","2023-05-15 14:27:20,555658119","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"818","2023-05-15 14:27:20,559325733","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"819","2023-05-15 14:27:20,563129454","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"820","2023-05-15 14:27:20,566851861","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"821","2023-05-15 14:27:20,570599215","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"822","2023-05-15 14:27:20,574285231","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"823","2023-05-15 14:27:20,578221883","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"824","2023-05-15 14:27:20,581770595","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"825","2023-05-15 14:27:20,585975434","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"826","2023-05-15 14:27:20,589715185","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"827","2023-05-15 14:27:20,593452469","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"828","2023-05-15 14:27:20,597165613","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"829","2023-05-15 14:27:20,600907660","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"830","2023-05-15 14:27:20,604404220","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"831","2023-05-15 14:27:20,608382704","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"832","2023-05-15 14:27:20,611727307","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"833","2023-05-15 14:27:20,615368638","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"834","2023-05-15 14:27:20,619019731","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"835","2023-05-15 14:27:20,622755241","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"836","2023-05-15 14:27:20,623316009","10.42.0.5","10.42.0.1","SSH","246","Server: Encrypted packet (len=180)"
"837","2023-05-15 14:27:20,623333994","10.42.0.1","10.42.0.5","TCP","66","34632  >  22 [ACK] Seq=1 Ack=821 Win=501 Len=0 TSval=1840661344 TSecr=3573604076"
"838","2023-05-15 14:27:20,626648913","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"839","2023-05-15 14:27:20,630413208","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"840","2023-05-15 14:27:20,633967944","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"841","2023-05-15 14:27:20,637719725","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"842","2023-05-15 14:27:20,641565417","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"843","2023-05-15 14:27:20,645409137","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"844","2023-05-15 14:27:20,649457995","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"845","2023-05-15 14:27:20,652726444","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"846","2023-05-15 14:27:20,656460506","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"847","2023-05-15 14:27:20,660312608","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"848","2023-05-15 14:27:20,664035015","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"849","2023-05-15 14:27:20,667721266","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"850","2023-05-15 14:27:20,671753769","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"851","2023-05-15 14:27:20,675122297","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"852","2023-05-15 14:27:20,678941231","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"853","2023-05-15 14:27:20,682645031","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"854","2023-05-15 14:27:20,686370681","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"855","2023-05-15 14:27:20,690206391","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"856","2023-05-15 14:27:20,693754218","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"857","2023-05-15 14:27:20,698000157","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
"858","2023-05-15 14:27:20,701425076","10.42.0.1","10.42.0.5","UDP","1512","53442  >  5001 Len=1470"
